102.610001,67649400
105.750000,55791000
100.559998,68457400
98.680000,81094400
98.550003,70798000
98.970001,49739400
100.550003,49154200
100.320000,62439600
97.959999,63170100
96.199997,79010000
98.410004,53087700
95.099998,72334400
97.059998,52161500
98.629997,65800500
101.519997,51794500
99.930000,75077000
96.040001,133369700
93.790001,55678800
94.790001,64416500
96.470001,40943500
95.419998,37357200
95.000000,45964300
95.860001,46471700
96.519997,46418100
93.129997,54021400
94.290001,44331200
95.919998,42343600
93.790001,50074700
94.190002,40351400
95.019997,49057900
96.669998,44863200
98.839996,39021000
96.000000,35374200
96.309998,34280800
96.400002,31942600
93.980003,36255700
96.050003,27582700
97.199997,28991100
96.860001,35216300
97.650002,50407100
100.510002,33169600
100.580002,36955700
102.370003,46055100
102.389999,35828900
100.779999,31561900
101.309998,27201700
101.410004,33513600
102.239998,27408200
101.910004,25076100
103.959999,40067700
104.610001,38303500
105.519997,34420700
106.339996,44205200
105.930000,35502700
105.250000,32444400
106.480003,25703500
105.470001,26133000
106.000000,19411400
104.889999,31190100
108.650002,45601100
109.720001,25888400
108.779999,25874000
110.419998,37356200
109.510002,26578700
110.230003,26404100
109.949997,31801900
108.910004,23581700
108.970001,29407500
109.339996,27232300
110.800003,33257300
111.620003,25473900
112.110001,46939000
108.889999,60834000
107.879997,32384900
106.639999,30611000
106.930000,31552500
105.010002,33683100
105.000000,28031600
103.910004,56016200
96.000000,114602100
97.610001,82242700
93.989998,68531500
93.970001,48160100
94.199997,56831300
95.199997,41025500
94.000000,35890500
93.370003,43458200
93.000000,32936400
93.330002,33686800
93.480003,28719100
92.720001,76314700
90.000000,44392800
92.389999,61259800
94.550003,46916900
94.160004,42062400
94.639999,30442100
94.639999,32026000
95.870003,38018600
97.220001,35140200
98.669998,38168800
99.680000,56331200
99.440002,36229500
99.599998,42307200
99.019997,29173300
97.599998,40191600
97.790001,28062900
97.989998,23292500
99.250000,22409500
99.019997,20848100
98.500000,26601400
98.529999,31712900
98.690002,38020500
97.320000,31931900
97.820000,29445200
96.449997,31326800
96.620003,61008200
96.000000,34411900
94.940002,35546400
96.250000,29219100
95.940002,32240200
92.910004,75311400
93.000000,45489600
92.900002,40444900
93.970001,36531000
94.440002,35836400
95.489998,26026500
95.389999,27705200
94.599998,30949100
95.699997,25139600
96.489998,28912100
96.750000,23794900
97.169998,24167500
97.410004,25892200
97.389999,38919000
98.919998,30137000
98.699997,36493900
99.559998,23779900
100.000000,26276000
99.830002,32702000
99.260002,28313700
98.250000,40382900
96.820000,56239800
104.269997,92344800
102.830002,39869800
104.190002,27733700
104.410004,38167900
106.050003,33816600
104.809998,30202600
105.580002,27408700
106.269997,40553400
107.519997,28037200
108.230003,26315200
108.709999,24008500
108.519997,27484500
107.779999,18660400
108.139999,25868200
109.629997,33794400
109.099998,25356000
109.230003,21984700
108.769997,25368100
108.860001,25820200
108.589996,21257700
108.570000,23675100
107.389999,25086200
107.410004,27766300
106.620003,24970300
105.800003,24863900
105.660004,29662400
106.139999,26701500
107.699997,26802500
107.900002,26880400
107.830002,42364300
107.250000,53002000
104.639999,46557000
102.650002,45292800
107.510002,62176200
108.730003,110888700
113.860001,89983600
115.120003,79886900
115.190002,47023000
113.050003,34514300
113.849998,36003200
114.349998,31074000
114.419998,52481200
111.639999,29869400
113.000000,24607400
113.690002,29641100
