113.160004,35887000
112.459999,36379100
112.709999,21701800
113.059998,29736800
113.400002,21453100
113.699997,28779300
114.309998,24358400
115.019997,36236000
117.699997,64041000
117.349998,37586800
116.790001,35192400
117.879997,35652200
117.330002,23624900
118.180000,24553500
117.250000,20034600
116.860001,24125800
116.809998,23192700
117.099998,23538700
117.949997,48129000
114.309998,66134200
115.389999,34562000
113.870003,37861700
113.650002,26419400
113.459999,43825800
111.400002,28331700
110.980003,26932600
108.529999,30837000
110.080002,32560000
110.309998,24054500
109.879997,59176400
111.089996,57134500
107.120003,34094100
107.709999,51175500
106.570000,32264500
106.699997,58840500
109.809998,27632000
109.720001,28428900
110.120003,29264600
111.949997,25965500
111.360001,27426400
111.129997,11475900
111.430000,27194000
110.779999,28528800
111.599998,36162300
110.370003,37086900
109.169998,26528000
110.000000,34324500
109.500000,26195500
109.260002,29998700
110.860001,27068300
112.309998,34402600
113.290001,26374400
113.839996,43733800
115.040001,34031800
115.379997,46524500
116.470001,44351100
115.800003,27779400
116.739998,21425000
116.800003,23783200
116.349998,26085900
115.589996,14249500
116.519997,18296900
117.519997,20905900
115.800003,28781900
115.849998,21118100
115.919998,22193600
116.779999,31751900
117.949997,33561900
118.769997,24462100
118.739998,27588600
118.900002,27086200
119.110001,26111900
118.339996,34439800
120.000000,23713000
119.400002,25597300
120.449997,32597900
120.000000,22050200
119.550003,23211000
120.419998,32377600
121.669998,26337600
122.139999,20562900
120.930000,30377500
121.150002,49201000
127.029999,111985000
127.980003,33710400
128.309998,24507300
129.130005,26845900
130.539993,38183800
131.350006,23004100
131.649994,28349900
132.460007,20065500
133.080002,23035400
133.470001,33226200
135.520004,35623100
135.669998,22584600
135.100006,22198200
136.229996,24507200
136.429993,20836900
137.380005,20788200
135.910004,21776600
137.139999,20257400
137.080002,23482900
137.889999,36414600
140.000000,26211000
138.779999,21108100
139.369995,21750000
139.059998,17446300
138.949997,18707200
138.740005,22155900
139.250000,19612800
138.850006,17421700
139.300003,15309100
139.410004,25691800
140.720001,19232000
141.000000,43885000
140.399994,21542000
142.110001,39529900
139.850006,25860200
141.259995,20346300
141.500000,22395600
139.389999,23575100
140.910004,33374800
143.679993,29190000
144.190002,21207300
143.720001,19661700
143.710007,19985700
143.250000,19891400
144.220001,27717900
144.289993,21149000
143.729996,16672200
143.600006,18933400
142.940002,30379400
141.600006,20350000
141.910004,17822900
141.479996,16582100
141.410004,14697500
141.880005,17328400
141.220001,23319600
142.440002,17320900
143.500000,17134300
143.910004,18871500
144.470001,20041200
143.919998,14246300
144.089996,20860400
145.100006,33602900
147.539993,45352200
145.589996,45697000
146.520004,23371900
146.759995,27327700
149.029999,48752400
153.869995,39130400
153.630005,25805700
152.449997,27255100
154.699997,32527000
156.009995,26009700
155.940002,20048500
153.600006,50767700
151.270004,33568200
153.380005,26960800
154.000000,22966400
154.899994,19918900
153.839996,19178000
153.729996,19235600
154.000000,21927600
153.419998,20126900
153.970001,24451200
153.169998,16404100
153.580002,27770700
154.339996,25331700
153.899994,26624900
155.020004,21069600
155.250000,21250800
155.190002,64882700
145.740005,72307300
147.160004,34165400
147.500000,31531200
143.320007,32165400
143.779999,50361100
143.660004,32541400
146.869995,24900100
145.520004,21265800
145.770004,19106300
145.130005,35439400
147.169998,25692400
145.009995,24761900
144.490005,22082400
144.710007,31499400
144.449997,23024100
144.880005,14277800
143.690002,21569600
143.020004,24128800
142.899994,19201700
144.110001,21090600
144.729996,19781800
145.869995,24884500
145.500000,25199400
147.970001,20132100
148.820007,23793500
149.199997,17868800
150.479996,20923000
151.500000,17243700
149.990005,26252600
150.580002,21493200
151.800003,18853900
153.350006,15781000
153.750000,32476300
149.889999,17213700
149.899994,19845900
149.100006,35368600
159.279999,69936800
157.050003,27097300
156.070007,20559900
157.059998,21870300
158.600006,36205900
159.259995,26131500
159.899994,40804300
156.600006,26257100
159.320007,22122700
160.660004,29465500
161.940002,27671600
160.520004,27940600
157.860001,27428100
157.500000,26368500
158.229996,21604600
159.070007,19399100
160.429993,19818900
159.649994,25480100
160.139999,25966000
160.100006,29516900
163.800003,27269600
163.639999,26785100
164.800003,16591100
163.750000,29468500
162.710007,21651700
162.089996,21928500
160.860001,28611500
160.500000,31580800
162.610001,71714000
159.869995,44907400
158.990005,23760700
158.470001,49114600
160.110001,28269400
159.509995,20810600
157.899994,52951400
155.800003,37511700
151.539993,46645400
149.990005,44387300
151.779999,36660000
153.800003,25504200
153.889999,22005500
153.210007,26299800
154.259995,18698800
154.009995,16230300
153.630005,20163800
154.179993,21283800
154.970001,17407600
155.809998,16262900
156.059998,15617000
155.970001,16905600
156.350006,16125100
156.729996,16394200
157.899994,24121500
159.779999,18997300
160.419998,16374200
156.750000,42584200
156.610001,23974100
156.889999,21984300
156.289993,17757200
156.910004,21207100
157.229996,17000500
159.289993,44454200
163.889999,44700800
167.899994,36046800
169.869995,33637800
166.600006,41393400
174.000000,59398600
172.369995,35026300
173.910004,24361500
174.660004,24409500
175.110001,29482600
175.110001,25145500
173.500000,16982100
173.039993,24782500
169.970001,29158100
171.179993,23637500
171.039993,21899500
170.289993,16262400
170.779999,25131300
173.360001,25588900
175.100006,14026700
175.050003,20716800
174.300003,26428800
172.630005,41666400
170.429993,41527200
169.949997,39759300
172.479996,32542400
169.059998,27350200
167.500000,28560000
169.029999,25673300
170.490005,23355200
169.199997,35273800
172.149994,19409200
172.500000,23818400
172.399994,20476500
173.630005,40169300
174.880005,29421100
175.029999,27436400
174.869995,23475600
174.169998,20949900
174.679993,16114600
170.800003,33185500
170.100006,21498200
171.000000,16480200
